match_id,venue,inning,batting_team,bowling_team,over,ball,batsman,bowler,runs_scored,wicket,total_runs,wickets_fallen,balls_bowled,balls_remaining,current_run_rate,powerplay
1,Ahmedabad,1,India,New Zealand,6,5,Virat Kohli,Tim Southee,4,0,98,0,35,85,2.8,1
1,Ahmedabad,1,India,New Zealand,6,6,Rohit Sharma,Tim Southee,1,0,99,0,36,84,2.75,1
1,Ahmedabad,1,India,New Zealand,7,1,Virat Kohli,Trent Boult,0,0,99,0,37,83,2.68,0
1,Ahmedabad,1,India,New Zealand,7,2,Rohit Sharma,Trent Boult,6,0,105,0,38,82,2.76,0
1,Ahmedabad,1,India,New Zealand,7,3,Suryakumar Yadav,Trent Boult,3,0,108,0,39,81,2.77,0
1,Ahmedabad,1,India,New Zealand,7,4,Hardik Pandya,Trent Boult,4,0,112,0,40,80,2.8,0
1,Ahmedabad,1,India,New Zealand,7,5,Rohit Sharma,Trent Boult,0,0,112,0,41,79,2.73,0
1,Ahmedabad,1,India,New Zealand,7,6,Shubman Gill,Trent Boult,6,0,118,0,42,78,2.81,0
1,Ahmedabad,1,India,New Zealand,8,1,Virat Kohli,Lockie Ferguson,0,0,118,0,43,77,2.74,0
1,Ahmedabad,1,India,New Zealand,8,2,Rishabh Pant,Lockie Ferguson,3,1,121,1,44,76,2.75,0
1,Ahmedabad,1,India,New Zealand,8,3,Hardik Pandya,Lockie Ferguson,6,0,127,1,45,75,2.82,0
1,Ahmedabad,1,India,New Zealand,8,4,Rohit Sharma,Lockie Ferguson,1,0,128,1,46,74,2.78,0
1,Ahmedabad,1,India,New Zealand,8,5,Rishabh Pant,Lockie Ferguson,6,0,134,1,47,73,2.85,0
1,Ahmedabad,1,India,New Zealand,8,6,Virat Kohli,Lockie Ferguson,4,0,138,1,48,72,2.88,0
1,Ahmedabad,1,India,New Zealand,9,1,Hardik Pandya,Lockie Ferguson,1,0,139,1,49,71,2.84,0
1,Ahmedabad,1,India,New Zealand,9,2,Suryakumar Yadav,Lockie Ferguson,0,0,139,1,50,70,2.78,0
1,Ahmedabad,1,India,New Zealand,9,3,Shubman Gill,Lockie Ferguson,0,0,139,1,51,69,2.73,0
1,Ahmedabad,1,India,New Zealand,9,4,Virat Kohli,Lockie Ferguson,2,0,141,1,52,68,2.71,0
1,Ahmedabad,1,India,New Zealand,9,5,Rohit Sharma,Lockie Ferguson,4,0,145,1,53,67,2.74,0
1,Ahmedabad,1,India,New Zealand,9,6,Rohit Sharma,Lockie Ferguson,6,0,151,1,54,66,2.8,0
1,Ahmedabad,1,India,New Zealand,10,1,Suryakumar Yadav,Matt Henry,1,0,152,1,55,65,2.76,0
1,Ahmedabad,1,India,New Zealand,10,2,Hardik Pandya,Matt Henry,4,0,156,1,56,64,2.79,0
1,Ahmedabad,1,India,New Zealand,10,3,Virat Kohli,Matt Henry,4,0,160,1,57,63,2.81,0
1,Ahmedabad,1,India,New Zealand,10,4,Rishabh Pant,Matt Henry,4,0,164,1,58,62,2.83,0
1,Ahmedabad,1,India,New Zealand,10,5,Suryakumar Yadav,Matt Henry,1,0,165,1,59,61,2.8,0
1,Ahmedabad,1,India,New Zealand,10,6,Suryakumar Yadav,Matt Henry,6,0,171,1,60,60,2.85,0
1,Ahmedabad,1,India,New Zealand,11,1,Virat Kohli,Matt Henry,3,0,174,1,61,59,2.85,0
1,Ahmedabad,1,India,New Zealand,11,2,Hardik Pandya,Matt Henry,0,0,174,1,62,58,2.81,0
1,Ahmedabad,1,India,New Zealand,11,3,Virat Kohli,Matt Henry,4,0,178,1,63,57,2.83,0
1,Ahmedabad,1,India,New Zealand,11,4,Rishabh Pant,Matt Henry,0,0,178,1,64,56,2.78,0
1,Ahmedabad,1,India,New Zealand,11,5,Rohit Sharma,Matt Henry,0,0,178,1,65,55,2.74,0
1,Ahmedabad,1,India,New Zealand,11,6,Virat Kohli,Matt Henry,2,0,180,1,66,54,2.73,0
1,Ahmedabad,1,India,New Zealand,12,1,Hardik Pandya,Lockie Ferguson,6,0,186,1,67,53,2.78,0
1,Ahmedabad,1,India,New Zealand,12,2,Hardik Pandya,Lockie Ferguson,1,0,187,1,68,52,2.75,0
1,Ahmedabad,1,India,New Zealand,12,3,Suryakumar Yadav,Lockie Ferguson,4,0,191,1,69,51,2.77,0
1,Ahmedabad,1,India,New Zealand,12,4,Rohit Sharma,Lockie Ferguson,3,0,194,1,70,50,2.77,0
1,Ahmedabad,1,India,New Zealand,12,5,Suryakumar Yadav,Lockie Ferguson,6,0,200,1,71,49,2.82,0
1,Ahmedabad,1,India,New Zealand,12,6,Rishabh Pant,Lockie Ferguson,3,0,203,1,72,48,2.82,0
1,Ahmedabad,1,India,New Zealand,13,1,Rishabh Pant,Trent Boult,6,0,209,1,73,47,2.86,0
1,Ahmedabad,1,India,New Zealand,13,2,Rishabh Pant,Trent Boult,0,0,209,1,74,46,2.82,0
1,Ahmedabad,1,India,New Zealand,13,3,Rohit Sharma,Trent Boult,2,0,211,1,75,45,2.81,0
1,Ahmedabad,1,India,New Zealand,13,4,Hardik Pandya,Trent Boult,1,0,212,1,76,44,2.79,0
1,Ahmedabad,1,India,New Zealand,13,5,Virat Kohli,Trent Boult,3,0,215,1,77,43,2.79,0
1,Ahmedabad,1,India,New Zealand,13,6,Rohit Sharma,Trent Boult,2,0,217,1,78,42,2.78,0
1,Ahmedabad,1,India,New Zealand,14,1,Rishabh Pant,Mitchell Santner,4,0,221,1,79,41,2.8,0
1,Ahmedabad,1,India,New Zealand,14,2,Rohit Sharma,Mitchell Santner,4,0,225,1,80,40,2.81,0
1,Ahmedabad,1,India,New Zealand,14,3,Suryakumar Yadav,Mitchell Santner,1,0,226,1,81,39,2.79,0
1,Ahmedabad,1,India,New Zealand,14,4,Suryakumar Yadav,Mitchell Santner,3,0,229,1,82,38,2.79,0
1,Ahmedabad,1,India,New Zealand,14,5,Rohit Sharma,Mitchell Santner,0,0,229,1,83,37,2.76,0
1,Ahmedabad,1,India,New Zealand,14,6,Suryakumar Yadav,Mitchell Santner,3,0,232,1,84,36,2.76,0
1,Ahmedabad,1,India,New Zealand,15,1,Rishabh Pant,Lockie Ferguson,3,0,235,1,85,35,2.76,0
1,Ahmedabad,1,India,New Zealand,15,2,Suryakumar Yadav,Lockie Ferguson,4,0,239,1,86,34,2.78,0
1,Ahmedabad,1,India,New Zealand,15,3,Virat Kohli,Lockie Ferguson,1,0,240,1,87,33,2.76,0
1,Ahmedabad,1,India,New Zealand,15,4,Hardik Pandya,Lockie Ferguson,0,0,240,1,88,32,2.73,0
1,Ahmedabad,1,India,New Zealand,15,5,Rohit Sharma,Lockie Ferguson,0,0,240,1,89,31,2.7,0
1,Ahmedabad,1,India,New Zealand,15,6,Hardik Pandya,Lockie Ferguson,0,0,240,1,90,30,2.67,0
1,Ahmedabad,1,India,New Zealand,16,1,Hardik Pandya,Matt Henry,1,0,241,1,91,29,2.65,0
1,Ahmedabad,1,India,New Zealand,16,2,Rohit Sharma,Matt Henry,0,0,241,1,92,28,2.62,0
1,Ahmedabad,1,India,New Zealand,16,3,Virat Kohli,Matt Henry,4,0,245,1,93,27,2.63,0
1,Ahmedabad,1,India,New Zealand,16,4,Hardik Pandya,Matt Henry,3,0,248,1,94,26,2.64,0
1,Ahmedabad,1,India,New Zealand,16,5,Rohit Sharma,Matt Henry,1,0,249,1,95,25,2.62,0
1,Ahmedabad,1,India,New Zealand,16,6,Rishabh Pant,Matt Henry,4,0,253,1,96,24,2.64,0
1,Ahmedabad,1,India,New Zealand,17,1,Shubman Gill,Matt Henry,4,0,257,1,97,23,2.65,0
1,Ahmedabad,1,India,New Zealand,17,2,Shubman Gill,Matt Henry,1,0,258,1,98,22,2.63,0
1,Ahmedabad,1,India,New Zealand,17,3,Virat Kohli,Matt Henry,1,0,259,1,99,21,2.62,0
1,Ahmedabad,1,India,New Zealand,17,4,Suryakumar Yadav,Matt Henry,6,0,265,1,100,20,2.65,0
1,Ahmedabad,1,India,New Zealand,17,5,Rohit Sharma,Matt Henry,2,0,267,1,101,19,2.64,0
1,Ahmedabad,1,India,New Zealand,17,6,Hardik Pandya,Matt Henry,0,0,267,1,102,18,2.62,0
1,Ahmedabad,1,India,New Zealand,18,1,Hardik Pandya,Trent Boult,0,0,267,1,103,17,2.59,0
1,Ahmedabad,1,India,New Zealand,18,2,Shubman Gill,Trent Boult,2,0,269,1,104,16,2.59,0
1,Ahmedabad,1,India,New Zealand,18,3,Shubman Gill,Trent Boult,0,0,269,1,105,15,2.56,0
1,Ahmedabad,1,India,New Zealand,18,4,Hardik Pandya,Trent Boult,2,0,271,1,106,14,2.56,0
1,Ahmedabad,1,India,New Zealand,18,5,Rishabh Pant,Trent Boult,6,0,277,1,107,13,2.59,0
1,Ahmedabad,1,India,New Zealand,18,6,Hardik Pandya,Trent Boult,4,1,281,2,108,12,2.6,0
1,Ahmedabad,1,India,New Zealand,19,1,Virat Kohli,Lockie Ferguson,6,0,287,2,109,11,2.63,0
1,Ahmedabad,1,India,New Zealand,19,2,Rohit Sharma,Lockie Ferguson,2,0,289,2,110,10,2.63,0
1,Ahmedabad,1,India,New Zealand,19,3,Shubman Gill,Lockie Ferguson,6,0,295,2,111,9,2.66,0
1,Ahmedabad,1,India,New Zealand,19,4,Rishabh Pant,Lockie Ferguson,2,0,297,2,112,8,2.65,0
1,Ahmedabad,1,India,New Zealand,19,5,Rishabh Pant,Lockie Ferguson,2,0,299,2,113,7,2.65,0
1,Ahmedabad,1,India,New Zealand,19,6,Shubman Gill,Lockie Ferguson,2,0,301,2,114,6,2.64,0
1,Ahmedabad,1,India,New Zealand,20,1,Shubman Gill,Trent Boult,0,0,301,2,115,5,2.62,0
1,Ahmedabad,1,India,New Zealand,20,2,Virat Kohli,Trent Boult,0,1,301,3,116,4,2.59,0
1,Ahmedabad,1,India,New Zealand,20,3,Virat Kohli,Trent Boult,6,0,307,3,117,3,2.62,0
1,Ahmedabad,1,India,New Zealand,20,4,Rishabh Pant,Trent Boult,6,0,313,3,118,2,2.65,0
1,Ahmedabad,1,India,New Zealand,20,5,Rohit Sharma,Trent Boult,3,0,316,3,119,1,2.66,0
1,Ahmedabad,1,India,New Zealand,20,6,Rishabh Pant,Trent Boult,0,0,316,3,120,0,2.63,0
1,Ahmedabad,2,New Zealand,India,1,1,Daryl Mitchell,Mohammed Siraj,4,1,4,1,1,119,4.0,1
1,Ahmedabad,2,New Zealand,India,1,2,Glenn Phillips,Mohammed Siraj,4,0,8,1,2,118,4.0,1
1,Ahmedabad,2,New Zealand,India,1,3,Daryl Mitchell,Mohammed Siraj,1,1,9,2,3,117,3.0,1
1,Ahmedabad,2,New Zealand,India,1,4,Kane Williamson,Mohammed Siraj,0,0,9,2,4,116,2.25,1
1,Ahmedabad,2,New Zealand,India,1,5,Devon Conway,Mohammed Siraj,6,0,15,2,5,115,3.0,1
1,Ahmedabad,2,New Zealand,India,1,6,Glenn Phillips,Mohammed Siraj,2,0,17,2,6,114,2.83,1
1,Ahmedabad,2,New Zealand,India,2,1,Kane Williamson,Hardik Pandya,6,0,23,2,7,113,3.29,1
1,Ahmedabad,2,New Zealand,India,2,2,Kane Williamson,Hardik Pandya,1,0,24,2,8,112,3.0,1
1,Ahmedabad,2,New Zealand,India,2,3,Tom Latham,Hardik Pandya,3,1,27,3,9,111,3.0,1
1,Ahmedabad,2,New Zealand,India,2,4,Glenn Phillips,Hardik Pandya,2,0,29,3,10,110,2.9,1
1,Ahmedabad,2,New Zealand,India,2,5,Kane Williamson,Hardik Pandya,6,0,35,3,11,109,3.18,1
1,Ahmedabad,2,New Zealand,India,2,6,Tom Latham,Hardik Pandya,2,0,37,3,12,108,3.08,1
1,Ahmedabad,2,New Zealand,India,3,1,Glenn Phillips,Jasprit Bumrah,3,0,40,3,13,107,3.08,1
1,Ahmedabad,2,New Zealand,India,3,2,Glenn Phillips,Jasprit Bumrah,1,0,41,3,14,106,2.93,1
1,Ahmedabad,2,New Zealand,India,3,3,Kane Williamson,Jasprit Bumrah,2,0,43,3,15,105,2.87,1
1,Ahmedabad,2,New Zealand,India,3,4,Kane Williamson,Jasprit Bumrah,1,1,44,4,16,104,2.75,1
1,Ahmedabad,2,New Zealand,India,3,5,Devon Conway,Jasprit Bumrah,3,0,47,4,17,103,2.76,1
1,Ahmedabad,2,New Zealand,India,3,6,Rachin Ravindra,Jasprit Bumrah,2,0,49,4,18,102,2.72,1
1,Ahmedabad,2,New Zealand,India,4,1,Rachin Ravindra,Ravindra Jadeja,6,0,55,4,19,101,2.89,1
1,Ahmedabad,2,New Zealand,India,4,2,Devon Conway,Ravindra Jadeja,2,0,57,4,20,100,2.85,1
1,Ahmedabad,2,New Zealand,India,4,3,Daryl Mitchell,Ravindra Jadeja,2,0,59,4,21,99,2.81,1
1,Ahmedabad,2,New Zealand,India,4,4,Glenn Phillips,Ravindra Jadeja,0,0,59,4,22,98,2.68,1
1,Ahmedabad,2,New Zealand,India,4,5,Daryl Mitchell,Ravindra Jadeja,2,0,61,4,23,97,2.65,1
1,Ahmedabad,2,New Zealand,India,4,6,Rachin Ravindra,Ravindra Jadeja,3,0,64,4,24,96,2.67,1
1,Ahmedabad,2,New Zealand,India,5,1,Kane Williamson,Jasprit Bumrah,3,0,67,4,25,95,2.68,1
1,Ahmedabad,2,New Zealand,India,5,2,Glenn Phillips,Jasprit Bumrah,2,1,69,5,26,94,2.65,1
1,Ahmedabad,2,New Zealand,India,5,3,Rachin Ravindra,Jasprit Bumrah,0,0,69,5,27,93,2.56,1
1,Ahmedabad,2,New Zealand,India,5,4,Tom Latham,Jasprit Bumrah,6,0,75,5,28,92,2.68,1
1,Ahmedabad,2,New Zealand,India,5,5,Daryl Mitchell,Jasprit Bumrah,6,0,81,5,29,91,2.79,1
1,Ahmedabad,2,New Zealand,India,5,6,Tom Latham,Jasprit Bumrah,3,0,84,5,30,90,2.8,1
1,Ahmedabad,2,New Zealand,India,6,1,Devon Conway,Kuldeep Yadav,4,0,88,5,31,89,2.84,1
1,Ahmedabad,2,New Zealand,India,6,2,Rachin Ravindra,Kuldeep Yadav,6,0,94,5,32,88,2.94,1
1,Ahmedabad,2,New Zealand,India,6,3,Daryl Mitchell,Kuldeep Yadav,2,0,96,5,33,87,2.91,1
1,Ahmedabad,2,New Zealand,India,6,4,Rachin Ravindra,Kuldeep Yadav,3,0,99,5,34,86,2.91,1
1,Ahmedabad,2,New Zealand,India,6,5,Tom Latham,Kuldeep Yadav,1,0,100,5,35,85,2.86,1
1,Ahmedabad,2,New Zealand,India,6,6,Kane Williamson,Kuldeep Yadav,3,0,103,5,36,84,2.86,1
1,Ahmedabad,2,New Zealand,India,7,1,Rachin Ravindra,Hardik Pandya,4,0,107,5,37,83,2.89,0
1,Ahmedabad,2,New Zealand,India,7,2,Kane Williamson,Hardik Pandya,0,0,107,5,38,82,2.82,0
1,Ahmedabad,2,New Zealand,India,7,3,Rachin Ravindra,Hardik Pandya,3,0,110,5,39,81,2.82,0
1,Ahmedabad,2,New Zealand,India,7,4,Glenn Phillips,Hardik Pandya,6,0,116,5,40,80,2.9,0
1,Ahmedabad,2,New Zealand,India,7,5,Rachin Ravindra,Hardik Pandya,3,0,119,5,41,79,2.9,0
1,Ahmedabad,2,New Zealand,India,7,6,Tom Latham,Hardik Pandya,3,0,122,5,42,78,2.9,0
1,Ahmedabad,2,New Zealand,India,8,1,Rachin Ravindra,Mohammed Siraj,6,0,128,5,43,77,2.98,0
1,Ahmedabad,2,New Zealand,India,8,2,Daryl Mitchell,Mohammed Siraj,6,0,134,5,44,76,3.05,0
1,Ahmedabad,2,New Zealand,India,8,3,Kane Williamson,Mohammed Siraj,0,0,134,5,45,75,2.98,0
1,Ahmedabad,2,New Zealand,India,8,4,Kane Williamson,Mohammed Siraj,6,0,140,5,46,74,3.04,0
1,Ahmedabad,2,New Zealand,India,8,5,Kane Williamson,Mohammed Siraj,1,1,141,6,47,73,3.0,0
1,Ahmedabad,2,New Zealand,India,8,6,Devon Conway,Mohammed Siraj,3,0,144,6,48,72,3.0,0
1,Ahmedabad,2,New Zealand,India,9,1,Rachin Ravindra,Ravindra Jadeja,3,0,147,6,49,71,3.0,0
1,Ahmedabad,2,New Zealand,India,9,2,Glenn Phillips,Ravindra Jadeja,1,0,148,6,50,70,2.96,0
1,Ahmedabad,2,New Zealand,India,9,3,Kane Williamson,Ravindra Jadeja,3,0,151,6,51,69,2.96,0
1,Ahmedabad,2,New Zealand,India,9,4,Devon Conway,Ravindra Jadeja,6,0,157,6,52,68,3.02,0
1,Ahmedabad,2,New Zealand,India,9,5,Tom Latham,Ravindra Jadeja,3,0,160,6,53,67,3.02,0
1,Ahmedabad,2,New Zealand,India,9,6,Rachin Ravindra,Ravindra Jadeja,4,0,164,6,54,66,3.04,0
1,Ahmedabad,2,New Zealand,India,10,1,Glenn Phillips,Mohammed Siraj,0,0,164,6,55,65,2.98,0
1,Ahmedabad,2,New Zealand,India,10,2,Rachin Ravindra,Mohammed Siraj,6,0,170,6,56,64,3.04,0
1,Ahmedabad,2,New Zealand,India,10,3,Glenn Phillips,Mohammed Siraj,4,0,174,6,57,63,3.05,0
1,Ahmedabad,2,New Zealand,India,10,4,Rachin Ravindra,Mohammed Siraj,4,0,178,6,58,62,3.07,0
1,Ahmedabad,2,New Zealand,India,10,5,Rachin Ravindra,Mohammed Siraj,3,0,181,6,59,61,3.07,0
1,Ahmedabad,2,New Zealand,India,10,6,Tom Latham,Mohammed Siraj,3,0,184,6,60,60,3.07,0
1,Ahmedabad,2,New Zealand,India,11,1,Kane Williamson,Ravindra Jadeja,3,0,187,6,61,59,3.07,0
1,Ahmedabad,2,New Zealand,India,11,2,Rachin Ravindra,Ravindra Jadeja,6,0,193,6,62,58,3.11,0
1,Ahmedabad,2,New Zealand,India,11,3,Daryl Mitchell,Ravindra Jadeja,3,0,196,6,63,57,3.11,0
1,Ahmedabad,2,New Zealand,India,11,4,Daryl Mitchell,Ravindra Jadeja,3,0,199,6,64,56,3.11,0
1,Ahmedabad,2,New Zealand,India,11,5,Daryl Mitchell,Ravindra Jadeja,1,0,200,6,65,55,3.08,0
1,Ahmedabad,2,New Zealand,India,11,6,Kane Williamson,Ravindra Jadeja,4,0,204,6,66,54,3.09,0
1,Ahmedabad,2,New Zealand,India,12,1,Tom Latham,Mohammed Siraj,3,0,207,6,67,53,3.09,0
1,Ahmedabad,2,New Zealand,India,12,2,Glenn Phillips,Mohammed Siraj,1,0,208,6,68,52,3.06,0
1,Ahmedabad,2,New Zealand,India,12,3,Glenn Phillips,Mohammed Siraj,2,0,210,6,69,51,3.04,0
1,Ahmedabad,2,New Zealand,India,12,4,Glenn Phillips,Mohammed Siraj,0,0,210,6,70,50,3.0,0
1,Ahmedabad,2,New Zealand,India,12,5,Rachin Ravindra,Mohammed Siraj,3,0,213,6,71,49,3.0,0
1,Ahmedabad,2,New Zealand,India,12,6,Rachin Ravindra,Mohammed Siraj,6,1,219,7,72,48,3.04,0
1,Ahmedabad,2,New Zealand,India,13,1,Daryl Mitchell,Ravindra Jadeja,3,1,222,8,73,47,3.04,0
1,Ahmedabad,2,New Zealand,India,13,2,Glenn Phillips,Ravindra Jadeja,2,0,224,8,74,46,3.03,0
1,Ahmedabad,2,New Zealand,India,13,3,Rachin Ravindra,Ravindra Jadeja,4,0,228,8,75,45,3.04,0
1,Ahmedabad,2,New Zealand,India,13,4,Glenn Phillips,Ravindra Jadeja,4,0,232,8,76,44,3.05,0
1,Ahmedabad,2,New Zealand,India,13,5,Glenn Phillips,Ravindra Jadeja,1,0,233,8,77,43,3.03,0
1,Ahmedabad,2,New Zealand,India,13,6,Tom Latham,Ravindra Jadeja,0,0,233,8,78,42,2.99,0
1,Ahmedabad,2,New Zealand,India,14,1,Glenn Phillips,Ravindra Jadeja,6,0,239,8,79,41,3.03,0
1,Ahmedabad,2,New Zealand,India,14,2,Rachin Ravindra,Ravindra Jadeja,1,0,240,8,80,40,3.0,0
1,Ahmedabad,2,New Zealand,India,14,3,Rachin Ravindra,Ravindra Jadeja,0,0,240,8,81,39,2.96,0
1,Ahmedabad,2,New Zealand,India,14,4,Devon Conway,Ravindra Jadeja,4,0,244,8,82,38,2.98,0
1,Ahmedabad,2,New Zealand,India,14,5,Glenn Phillips,Ravindra Jadeja,6,0,250,8,83,37,3.01,0
1,Ahmedabad,2,New Zealand,India,14,6,Glenn Phillips,Ravindra Jadeja,1,0,251,8,84,36,2.99,0
1,Ahmedabad,2,New Zealand,India,15,1,Daryl Mitchell,Kuldeep Yadav,1,0,252,8,85,35,2.96,0
1,Ahmedabad,2,New Zealand,India,15,2,Glenn Phillips,Kuldeep Yadav,3,0,255,8,86,34,2.97,0
1,Ahmedabad,2,New Zealand,India,15,3,Glenn Phillips,Kuldeep Yadav,2,0,257,8,87,33,2.95,0
1,Ahmedabad,2,New Zealand,India,15,4,Devon Conway,Kuldeep Yadav,0,0,257,8,88,32,2.92,0
1,Ahmedabad,2,New Zealand,India,15,5,Devon Conway,Kuldeep Yadav,2,0,259,8,89,31,2.91,0
1,Ahmedabad,2,New Zealand,India,15,6,Devon Conway,Kuldeep Yadav,6,1,265,9,90,30,2.94,0
1,Ahmedabad,2,New Zealand,India,16,1,Rachin Ravindra,Mohammed Siraj,1,0,266,9,91,29,2.92,0
1,Ahmedabad,2,New Zealand,India,16,2,Glenn Phillips,Mohammed Siraj,1,0,267,9,92,28,2.9,0
1,Ahmedabad,2,New Zealand,India,16,3,Kane Williamson,Mohammed Siraj,6,0,273,9,93,27,2.94,0
1,Ahmedabad,2,New Zealand,India,16,4,Daryl Mitchell,Mohammed Siraj,3,0,276,9,94,26,2.94,0
1,Ahmedabad,2,New Zealand,India,16,5,Tom Latham,Mohammed Siraj,1,0,277,9,95,25,2.92,0
1,Ahmedabad,2,New Zealand,India,16,6,Kane Williamson,Mohammed Siraj,6,0,283,9,96,24,2.95,0
1,Ahmedabad,2,New Zealand,India,17,1,Daryl Mitchell,Kuldeep Yadav,0,0,283,9,97,23,2.92,0
1,Ahmedabad,2,New Zealand,India,17,2,Glenn Phillips,Kuldeep Yadav,4,0,287,9,98,22,2.93,0
1,Ahmedabad,2,New Zealand,India,17,3,Kane Williamson,Kuldeep Yadav,3,0,290,9,99,21,2.93,0
1,Ahmedabad,2,New Zealand,India,17,4,Tom Latham,Kuldeep Yadav,0,0,290,9,100,20,2.9,0
1,Ahmedabad,2,New Zealand,India,17,5,Daryl Mitchell,Kuldeep Yadav,1,0,291,9,101,19,2.88,0
1,Ahmedabad,2,New Zealand,India,17,6,Devon Conway,Kuldeep Yadav,6,0,297,9,102,18,2.91,0
1,Ahmedabad,2,New Zealand,India,18,1,Glenn Phillips,Hardik Pandya,0,0,297,9,103,17,2.88,0
1,Ahmedabad,2,New Zealand,India,18,2,Rachin Ravindra,Hardik Pandya,6,0,303,9,104,16,2.91,0
1,Ahmedabad,2,New Zealand,India,18,3,Glenn Phillips,Hardik Pandya,6,0,309,9,105,15,2.94,0
1,Ahmedabad,2,New Zealand,India,18,4,Daryl Mitchell,Hardik Pandya,3,0,312,9,106,14,2.94,0
1,Ahmedabad,2,New Zealand,India,18,5,Glenn Phillips,Hardik Pandya,6,0,318,9,107,13,2.97,0
1,Ahmedabad,2,New Zealand,India,18,6,Kane Williamson,Hardik Pandya,6,0,324,9,108,12,3.0,0
1,Ahmedabad,2,New Zealand,India,19,1,Rachin Ravindra,Hardik Pandya,6,0,330,9,109,11,3.03,0
1,Ahmedabad,2,New Zealand,India,19,2,Tom Latham,Hardik Pandya,3,0,333,9,110,10,3.03,0
